,description,disease,is_original
5602,hihi ya moto wakati wa kukojoa,UTI,False
5603,hisi ya moto wati wa kukojoa,UTI,False
5604,hisi ya moto wakati wa ukojoa,UTI,False
5605,hisi ya moto wakao wa kukojoe,UTI,False
5606,hisi ya moto wakati wa kukojoa,UTI,True
5607,bladhder discomfort,UTI,False
5608,bladder discomfort,UTI,True
5609,bladder discomford,UTI,False
5610,pladder discomfort,UTI,False
5611,uusumbufu wa kibofu,UTI,False
5612,usumbufu wa keibofu,UTI,False
5613,usumbufu wa kibofu,UTI,True
5614,usumbufu wa kibobofu,UTI,False
5615,usumbufu wa kibovu,UTI,False
5616,usumbufu wa kibofuu,UTI,False
5617,foul smelul of urine,UTI,False
5618,foul smell of urine,UTI,True
5619,foul smiell of urine,UTI,False
5620,harufu mbaya ya mkojo,UTI,True
5621,harufu mbaya ya mbkojo,UTI,False
5622,hau mbaya ya mkojo,UTI,False
5623,harufu mbaya ya mkoo,UTI,False
5624,continooous feel of ure,UTI,False
5625,continuous feel ov urine,UTI,False
5626,conteenuous feel of urine,UTI,False
5627,contiinuous feel of urine,UTI,False
5628,continuous feel of urine,UTI,True
5629,continuous fieel of urine,UTI,False
5630,hisia yaa haja ndno kilmila wakati,UTI,False
5631,hisia ya haja ndogo kila wakati,UTI,True
5632,hisia ya ho ndogo kila wakati,UTI,False
5633,hisia ya haja mdogo kila wakati,UTI,False
5634,blmdder descomfort,UTI,False
5635,bladder discomfort,UTI,True
5636,bladder descomfort,UTI,False
5637,blaadder discomfort,UTI,False
5638,usumbufu wa kibuibofu,UTI,False
5639,usumbupu wa kibofuu,UTI,False
5640,usumbufu wa kibofu,UTI,True
5641,fouul smell ouf urine,UTI,False
5642,foul smelol of urine,UTI,False
5643,foool smell of urine,UTI,False
5644,foul smell oph urine,UTI,False
5645,fouml smell of urine,UTI,False
5646,foul smell of urine,UTI,True
5647,foul smell of uryne,UTI,False
5648,harufu mbaya ya mkojo,UTI,True
5649,harufu mbaya ya mknojo,UTI,False
5650,harufu mbayebaya ya mkojo,UTI,False
5651,continuous feel of ueine,UTI,False
5652,continuous feel of urinne,UTI,False
5653,continuouauous feel of urine,UTI,False
5654,continuous feel of urime,UTI,False
5655,continuous feel of urine,UTI,True
5656,hisia ya haja ndogo kila wakaty,UTI,False
5657,hisia ya haja ndogo kila wakai,UTI,False
5658,hieia ya heja ndogo kila wakati,UTI,False
5659,hisia ya haja ndogo kila wakati,UTI,True
5660,hishisia ya haja ndogidogo kila wakati,UTI,False
5661,hisie ya haja ndhogo cila wakati,UTI,False
5662,boorning mmicturition,UTI,False
5663,bmurning micturition,UTI,False
5664,bung micturition,UTI,False
5665,burnying micturition,UTI,False
5666,burning micturiticturition,UTI,False
5667,burning micturition,UTI,True
5668,purning micturition,UTI,False
5669,hisi ya moto wakadi wa kukojoa,UTI,False
5670,hisi ye moto wakati wa kukojoa,UTI,False
5671,his ya moto wakati wa kukojoa,UTI,False
5672,hisi yaa moto wakati wa kukojoa,UTI,False
5673,hisi ya moto wakati wa kukojoa,UTI,True
5674,foul smell of urhrine,UTI,False
5675,foul smell oph urine,UTI,False
5676,foul smell of urene,UTI,False
5677,foul sl of urine,UTI,False
5678,foul smell of urine,UTI,True
5679,foul smmell of urie,UTI,False
5680,harufu m ya mkojjo,UTI,False
5681,harufu mbaya ya mkojo,UTI,True
5682,harufu mbaya ya nkojo,UTI,False
5683,continuous feenel of urine,UTI,False
5684,continuuous feel of uryne,UTI,False
5685,continuous feel of urine,UTI,True
5686,countinuous feel of urine,UTI,False
5687,hisia ya haja ndmgo kila wakati,UTI,False
5688,hisiasia ya haja ndogo kila wakati,UTI,False
5689,hisia y haja ndogo kila wakati,UTI,False
5690,hisia ya haja ndogo kila wakati,UTI,True
5691,hisia ya haja ndogo kil wakati,UTI,False
5692,hisia ya haja ndogo kila wiakati,UTI,False
5693,hisia ya haja ndogo kyla wakati,UTI,False
5694,hisia ya haja ndoogo kila wachati,UTI,False
5695,burning micturition,UTI,True
5696,hisi ya moto wakati wa kukojoa,UTI,True
5697,hisi ya moto wakati wa kukojoe,UTI,False
5698,hisi ya muo wakathi we kukojoa,UTI,False
5699,bladder discomfort,UTI,True
5700,bladdeer discomfort,UTI,False
5701,blader discomfort,UTI,False
5702,bladdar discomfort,UTI,False
5703,usumbufu w kiboufu,UTI,False
5704,usumbufu wa kebofu,UTI,False
5705,usumbuvu wa kibofu,UTI,False
5706,usumbufu wa kibofu,UTI,True
5707,continuous feieel of urine,UTI,False
5708,continuous feel ouf urine,UTI,False
5709,comtinuous feel of urine,UTI,False
5710,continuous feel oof urine,UTI,False
5711,continuous feel of urine,UTI,True
5712,hisia ya haja ndoogo ila wakati,UTI,False
5713,hisia ya hajaoa ndgo kila wakati,UTI,False
5714,hisia ya haja ndogo kila wakati,UTI,True
5715,hisia ya haja ndogo kila wekati,UTI,False
5716,hisiaa ya hama ndogo kila wakaati,UTI,False
5717,hisia ya heja ndogo kila wakati,UTI,False
5718,burnining micturition,UTI,False
5719,burnning micturition,UTI,False
5720,burning micturitiom,UTI,False
5721,bwrning micturition,UTI,False
5722,burning micturition,UTI,True
5723,burnng micturition,UTI,False
5724,hisi ya moto wakati wa kukojoa,UTI,True
5725,hmi ya moto wakati wa kukojoa,UTI,False
5726,hisi ya moto wakati wa kukojoe,UTI,False
5727,hisi ya moto wakati wa cukojoa,UTI,False
5728,bledder discomfort,UTI,False
5729,bladder discomford,UTI,False
5730,blader discomport,UTI,False
5731,bladder discomfort,UTI,True
5732,bladder discomfor,UTI,False
5733,usumbufu wa kiboa,UTI,False
5734,usumbufu wa kybofu,UTI,False
5735,usumbufu wa kibofu,UTI,True
5736,usunbufu wa cbofu,UTI,False
5737,usumbufu w kibofu,UTI,False
5738,foul smell of wrine,UTI,False
5739,foul smell of ure,UTI,False
5740,foul samell of urine,UTI,False
5741,foul smell op urine,UTI,False
5742,foul smell of urine,UTI,True
5743,harufu mbaya ya mkojo,UTI,True
5744,harufu mbaaya ya mkojo,UTI,False
5745,harou mbaya ya mkojo,UTI,False
5746,harufu mbayhya ya mkojo,UTI,False
5747,harufu mbaya ya mkjo,UTI,False
5748,burning mici,UTI,False
5749,burning mycturition,UTI,False
5750,burning miuion,UTI,False
5751,burnnng micturition,UTI,False
5752,burning micturition,UTI,True
5753,hisi ya moto wakati w kukojoa,UTI,False
5754,hisi ya moto wakati wa kukoujoa,UTI,False
5755,hisi yaa moto wakati wa kukojoa,UTI,False
5756,hisi ya moto wakati wa kukojoa,UTI,True
5757,hisi ya moto wakati we kukojoa,UTI,False
5758,hisi ya moto wacati wa kukojoa,UTI,False
5759,bhladder discoomfort,UTI,False
5760,bladder iscomfort,UTI,False
5761,bladder discomfort,UTI,True
5762,blader disconfort,UTI,False
5763,usumbuphu wa kibofu,UTI,False
5764,wsumbufu wa kibofu,UTI,False
5765,usumbufeufu wa kibomofu,UTI,False
5766,usumbufu wa kibofu,UTI,True
5767,fl smell of urine,UTI,False
5768,foul smell of urinie,UTI,False
5769,foul smell of urine,UTI,True
5770,harufu mbaya ya mkojo,UTI,True
5771,harufu mmbaya ya mkojo,UTI,False
5772,harufu mba ya mkojo,UTI,False
5773,harufu mbaaya ya mkojo,UTI,False
5774,harufu mvaya ya mkojo,UTI,False
5775,harupu mbaya ya mkojo,UTI,False
5776,harufu mbaya ya nkojo,UTI,False
5777,continuous feel of oorine,UTI,False
5778,continuous feel of urine,UTI,True
5779,continuous feel of uirine,UTI,False
5780,hihia ya haja ndogo kile wakati,UTI,False
5781,hisia ya haja ndogo kila wakai,UTI,False
5782,hisia ya haja ndogo kila wakati,UTI,True
5783,hisia ya haja ndago kila wakati,UTI,False
5784,hisia ya haja ndogo chila wakui,UTI,False
5785,hisia ya haja ndogo kila wachati,UTI,False
5786,burniaing micturition,UTI,False
5787,burnink micturition,UTI,False
5788,burning mion,UTI,False
5789,burning micurition,UTI,False
5790,bing micturition,UTI,False
5791,burning micturition,UTI,True
5792,hisi ya mooto wakati wa kukojoa,UTI,False
5793,hisi ya moto wakatia wa kukojoa,UTI,False
5794,hisi ya moto waka wa kukojoa,UTI,False
5795,hihi ya moto wakati wa kukojoa,UTI,False
5796,hisi ya modo wakati wa kukojoa,UTI,False
5797,hisi ya moto wakati wa kukojoa,UTI,True
5798,hisi ya moto waati wa kukojoa,UTI,False
5799,hisi ya moto wakati wa kukojonojoa,UTI,False
5800,bladder discomfort,UTI,True
5801,bladder descomfort,UTI,False
5802,bner discomfort,UTI,False
5803,bladder discombfort,UTI,False
5804,usumpufu wa kybofu,UTI,False
5805,usumbufu w kibofu,UTI,False
5806,usumbufu wa kibofu,UTI,True
5807,continuous feel of urihe,UTI,False
5808,continuous feel of urinie,UTI,False
5809,continuous feaeel of urine,UTI,False
5810,connuous feel of urine,UTI,False
5811,conmontinuous feel ouf urinne,UTI,False
5812,continuous feel of urine,UTI,True
5813,continuous peel of urine,UTI,False
5814,continuous femel of urine,UTI,False
5815,hisia ya haja nndogo kila wakati,UTI,False
5816,hisia ya haja ndoho kila wakati,UTI,False
5817,hmisia ya haja ndogo kil wakati,UTI,False
5818,hisia yaa haja ngo cila wakati,UTI,False
5819,hisia ya haja ndogo kila wakati,UTI,True
5820,hisia ya haja ndogo kil wakati,UTI,False
5821,hisia yaa haja ndogo kila wakati,UTI,False
5822,hisia ya haaja ndogo kila wakati,UTI,False
5823,hisia ya haja ndogo kila wacati,UTI,False
5824,bladdier discat,UTI,False
5825,bladdemdder discomfort,UTI,False
5826,bladder discomfort,UTI,True
5827,bhladder dhiscomfort,UTI,False
5828,blader discomfort,UTI,False
5829,usumbufu wa kivofu,UTI,False
5830,usunbufu wa kibofu,UTI,False
5831,usumbufu wa kibofu,UTI,True
5832,foul smel of urine,UTI,False
5833,foul smell of urime,UTI,False
5834,foul smell op urine,UTI,False
5835,foul smell of urinne,UTI,False
5836,foul smiell of urine,UTI,False
5837,foul smell of urine,UTI,True
5838,harufu mbaya ya mkojo,UTI,True
5839,harufu mbeya ya mk,UTI,False
5840,haarufu mnya ya mkojo,UTI,False
5841,harufu mbaya ya mkoao,UTI,False
5842,haro mbaya ya mkojo,UTI,False
5843,continuhntinuous feel of uine,UTI,False
5844,continuuous feel of urine,UTI,False
5845,continuous foel of urine,UTI,False
5846,continuous feel ov urine,UTI,False
5847,countinuous feeeel of urine,UTI,False
5848,continuous feel of urine,UTI,True
5849,continuous feel of urmine,UTI,False
5850,hisia ya haja ndogo kila wakati,UTI,True
5851,hisia ya haja ndogo chla wakatati,UTI,False
5852,hisia ya haja no kila wakati,UTI,False
5853,burning micturition,UTI,True
5854,burning mictoorition,UTI,False
5855,burnin micurition,UTI,False
5856,hisi ya moto wakati w kukojoa,UTI,False
5857,hisi ya moto wakati wa kujoa,UTI,False
5858,hisi ya moto wkati wa kukojoa,UTI,False
5859,hisni ya moto wakati wa kukojoa,UTI,False
5860,hisi ya moto wakati wa kuhjoa,UTI,False
5861,hisi ya moto wakati wa kukouukojoa,UTI,False
5862,hisi ya moto wakati wa kukojoa,UTI,True
5863,biadder discomfort,UTI,False
5864,bladder discommfort,UTI,False
5865,bladder disconfort,UTI,False
5866,bladder dhiscomfort,UTI,False
5867,bladder discomfort,UTI,True
5868,bladdier dyscomfort,UTI,False
5869,usfu wa kibofu,UTI,False
5870,usumbufu wa kifu,UTI,False
5871,wsumbufu wa kibofu,UTI,False
5872,usumbufu wa kibofu,UTI,True
5873,continuous fe of urine,UTI,False
5874,continuous feel of urine,UTI,True
5875,continuoumous feel of urine,UTI,False
5876,hisiaa ya haja nydogo kna wakati,UTI,False
5877,hisiusia ya haja ndogo kila wakatee,UTI,False
5878,hisia ya haja ndogo chla wakati,UTI,False
5879,hisia ya haja ndogo kila wakati,UTI,True
5880,hisia ya haja ndogo cila wakati,UTI,False
5881,hisia ya hja ndogo kila wekati,UTI,False
5882,hisia ya haja ndogo kila wakadi,UTI,False
5883,hisia ya haja ndogo kila waki,UTI,False
5884,hisea ya haa ndogo kila wakati,UTI,False
5885,chills,Malaria,True
5886,chs,Malaria,False
5887,baridi kali,Malaria,True
5888,vomitig,Malaria,False
5889,vomiing,Malaria,False
5890,vomiting,Malaria,True
5891,vomiding,Malaria,False
5892,kwtapika,Malaria,False
5893,kutapika,Malaria,True
5894,hih fever,Malaria,False
5895,high fiver,Malaria,False
5896,high fever,Malaria,True
5897,high fefer,Malaria,False
5898,homa kani,Malaria,False
5899,homa cali,Malaria,False
5900,homa kali,Malaria,True
5901,sweating,Malaria,True
5902,sweatimg,Malaria,False
5903,swieating,Malaria,False
5904,sweading,Malaria,False
5905,swg,Malaria,False
5906,kutokwa jasho,Malaria,True
5907,headache,Malaria,True
5908,headachmeadache,Malaria,False
5909,maumivu ya kichwa,Malaria,True
5910,maumivu ya chchwa,Malaria,False
5911,mmaumivu ya kichwhhwa,Malaria,False
5912,maumivu ya cichwa,Malaria,False
5913,maumivu ya kichwaa,Malaria,False
5914,nausmea,Malaria,False
5915,nausea,Malaria,True
5916,nahusea,Malaria,False
5917,n,Malaria,False
5918,kichefuchefu,Malaria,True
5919,kichehefuchefu,Malaria,False
5920,muscle pain,Malaria,True
5921,musclacle pain,Malaria,False
5922,maumivu ya misula,Malaria,False
5923,maumivu ya misuli,Malaria,True
5924,mawmivu ya misuli,Malaria,False
5925,maumivu ya meesuli,Malaria,False
5926,chills,Malaria,True
5927,chilla,Malaria,False
5928,baridi kale,Malaria,False
5929,baridi kali,Malaria,True
5930,vommiting,Malaria,False
5931,vomiting,Malaria,True
5932,kutapikai,Malaria,False
5933,kutapika,Malaria,True
5934,kutapikmapika,Malaria,False
5935,hieh fener,Malaria,False
5936,hi fever,Malaria,False
5937,high fever,Malaria,True
5938,high fver,Malaria,False
5939,homma kali,Malaria,False
5940,homa kali,Malaria,True
5941,swieating,Malaria,False
5942,sweatinng,Malaria,False
5943,sweating,Malaria,True
5944,swhing,Malaria,False
5945,kutokwa jasho,Malaria,True
5946,kutokwa jasno,Malaria,False
5947,kutokwa jashoi,Malaria,False
5948,kutokwa jashoiasho,Malaria,False
5949,kutokwa jacho,Malaria,False
5950,hedache,Malaria,False
5951,headache,Malaria,True
5952,headachoche,Malaria,False
5953,maumivu ya kichwa,Malaria,True
5954,maumeevu ya kichwa,Malaria,False
5955,maumivu ya chchwa,Malaria,False
5956,maumivu ya kichwchwa,Malaria,False
5957,maumyvu ya kichwa,Malaria,False
5958,nnausea,Malaria,False
5959,nausea,Malaria,True
5960,kichefucaefu,Malaria,False
5961,kichefuchefu,Malaria,True
5962,diarrhouea,Malaria,False
5963,diarrhoea,Malaria,True
5964,kuuharisha,Malaria,False
5965,kuharesha,Malaria,False
5966,kuharisha,Malaria,True
5967,kuhara,Malaria,False
5968,muscle pain,Malaria,True
5969,muscle pan,Malaria,False
5970,mu pain,Malaria,False
5971,maumivu ya misuli,Malaria,True
5972,maumivu y misuli,Malaria,False
5973,maaumivu ya misuli,Malaria,False
5974,cheells,Malaria,False
5975,chills,Malaria,True
5976,chilhills,Malaria,False
5977,beridi kali,Malaria,False
5978,baridi kai,Malaria,False
5979,baridi kali,Malaria,True
5980,bii kali,Malaria,False
5981,vomithing,Malaria,False
5982,vomitimg,Malaria,False
5983,vomiting,Malaria,True
5984,vomitinng,Malaria,False
5985,vomiog,Malaria,False
5986,kutika,Malaria,False
5987,kwtapika,Malaria,False
5988,kutapika,Malaria,True
5989,hmgh fever,Malaria,False
5990,high vever,Malaria,False
5991,high fever,Malaria,True
5992,homa kai,Malaria,False
5993,hom kali,Malaria,False
5994,ho kali,Malaria,False
5995,homa kali,Malaria,True
5996,homeoma kali,Malaria,False
5997,sweaating,Malaria,False
5998,sweateng,Malaria,False
5999,sweating,Malaria,True
6000,sweatng,Malaria,False
6001,kutokwa jasha,Malaria,False
6002,kutokwa jasho,Malaria,True
6003,cutokwa jasho,Malaria,False
6004,kutokwa jashsho,Malaria,False
6005,headache,Malaria,True
6006,headadache,Malaria,False
6007,maumivu ya kichochwa,Malaria,False
6008,maumivu ya kichwa,Malaria,True
6009,maumeevu ya kichwa,Malaria,False
6010,maaumivu ya kichwa,Malaria,False
6011,maumivu ya kichwmhwa,Malaria,False
6012,mbaumivu ya cichwa,Malaria,False
6013,maoomivu ya kichwa,Malaria,False
6014,maumiivu yaa kishwa,Malaria,False
6015,mauumivu ya kichwa,Malaria,False
6016,nausea,Malaria,True
6017,nauusea,Malaria,False
6018,nausnea,Malaria,False
6019,nausaa,Malaria,False
6020,kychefuchefu,Malaria,False
6021,kichefuchefu,Malaria,True
6022,kichafuchefu,Malaria,False
6023,diarrhoea,Malaria,True
6024,deearrhoea,Malaria,False
6025,kuharisha,Malaria,True
6026,kuho,Malaria,False
6027,muscle pin,Malaria,False
6028,muscle pain,Malaria,True
6029,mmuscle pain,Malaria,False
6030,maumivu ya misuli,Malaria,True
6031,maumivu ya meesuli,Malaria,False
6032,vomiting,Malaria,True
6033,kutapiuka,Malaria,False
6034,kutaphika,Malaria,False
6035,kutabika,Malaria,False
6036,kutaa,Malaria,False
6037,kutapika,Malaria,True
6038,haigh fever,Malaria,False
6039,himh fever,Malaria,False
6040,high fevher,Malaria,False
6041,high feber,Malaria,False
6042,high fever,Malaria,True
6043,high fer,Malaria,False
6044,homa kali,Malaria,True
6045,homa k,Malaria,False
6046,sweeng,Malaria,False
6047,sweating,Malaria,True
6048,swaating,Malaria,False
6049,kutokwa jasha,Malaria,False
6050,kutokwa jasho,Malaria,True
6051,kutokwaa jasho,Malaria,False
6052,kutawa jasho,Malaria,False
6053,hedache,Malaria,False
6054,headache,Malaria,True
6055,headacodache,Malaria,False
6056,heai,Malaria,False
6057,maumnaumivu ya kichwa,Malaria,False
6058,maumivu ya kichwa,Malaria,True
6059,maaumivu ya cichwa,Malaria,False
6060,maumevu ya kichwa,Malaria,False
6061,mamaumivu ya kichwa,Malaria,False
6062,nnausea,Malaria,False
6063,nausea,Malaria,True
6064,ausea,Malaria,False
6065,kikyefuchefu,Malaria,False
6066,kichefuchefu,Malaria,True
6067,diarrhoea,Malaria,True
6068,dirrhoea,Malaria,False
6069,koharisha,Malaria,False
6070,kuharisha,Malaria,True
6071,muscle pain,Malaria,True
6072,muscle paihn,Malaria,False
6073,mmaumivu ya misuli,Malaria,False
6074,maumivu ya mbisuli,Malaria,False
6075,maumivu ya misuuli,Malaria,False
6076,meumivu ya misuli,Malaria,False
6077,maumivu ya misulo,Malaria,False
6078,maumivu ya misulili,Malaria,False
6079,maumivu ya misuli,Malaria,True
6080,chills,Malaria,True
6081,paridi kali,Malaria,False
6082,beridi kahali,Malaria,False
6083,baridi kali,Malaria,True
6084,baridi kale,Malaria,False
6085,high fer,Malaria,False
6086,high fever,Malaria,True
6087,hegh fever,Malaria,False
6088,hohoma kali,Malaria,False
6089,homa kali,Malaria,True
6090,sweating,Malaria,True
6091,sweatingag,Malaria,False
6092,swieating,Malaria,False
6093,kutokwa jashho,Malaria,False
6094,kutokwa jasho,Malaria,True
6095,kutokwa jashou,Malaria,False
6096,kutokwe jasho,Malaria,False
6097,heohe,Malaria,False
6098,headache,Malaria,True
6099,heaache,Malaria,False
6100,headakye,Malaria,False
6101,heaadache,Malaria,False
6102,maumivu ya kichwhwa,Malaria,False
6103,maumivu ya kichwa,Malaria,True
6104,maumivu ya kechwa,Malaria,False
6105,nausea,Malaria,True
6106,nausaa,Malaria,False
6107,kichefuuchefu,Malaria,False
6108,kichepuchefu,Malaria,False
6109,kichefuchefu,Malaria,True
6110,kichevuchefu,Malaria,False
6111,kychefuchefu,Malaria,False
6112,diarrhoea,Malaria,True
6113,dyarrhoea,Malaria,False
6114,diarrhohhoea,Malaria,False
6115,kuharisa,Malaria,False
6116,kuhrisha,Malaria,False
6117,kuharishnrisha,Malaria,False
6118,kuharishha,Malaria,False
6119,kuharisha,Malaria,True
6120,muscle pain,Malaria,True
6121,muuscle pain,Malaria,False
6122,mus pain,Malaria,False
6123,manu ya misuli,Malaria,False
6124,maaumivu ya mouli,Malaria,False
6125,maumivu ye misuli,Malaria,False
6126,maumivu ya mmisuli,Malaria,False
6127,maumivu ya misuli,Malaria,True
6128,mawmivu ya misuli,Malaria,False
6129,chilo,Malaria,False
6130,chills,Malaria,True
6131,cills,Malaria,False
6132,baridi kalee,Malaria,False
6133,baridi kali,Malaria,True
6134,baridi kalo,Malaria,False
6135,vomitin,Malaria,False
6136,vomiing,Malaria,False
6137,vomiting,Malaria,True
6138,kootapika,Malaria,False
6139,kutaapika,Malaria,False
6140,kwtapika,Malaria,False
6141,kua,Malaria,False
6142,kutaika,Malaria,False
6143,kutapika,Malaria,True
6144,sweateeng,Malaria,False
6145,sweating,Malaria,True
6146,kutokwa jasho,Malaria,True
6147,kutokwa jashesho,Malaria,False
6148,ktokwa jashoo,Malaria,False
6149,kutokwa jesho,Malaria,False
6150,kutokwau jasho,Malaria,False
6151,headache,Malaria,True
6152,headahhe,Malaria,False
6153,maumumivu ya kichwa,Malaria,False
6154,maumivu ya kicha,Malaria,False
6155,maumivu ya kichwa,Malaria,True
6156,maumivu ya kishwa,Malaria,False
6157,maumivu ya kimwa,Malaria,False
6158,nnausea,Malaria,False
6159,nausea,Malaria,True
6160,nhsea,Malaria,False
6161,kichefuchefu,Malaria,True
6162,diarrhoea,Malaria,True
6163,diarrhoeaearrhoea,Malaria,False
6164,kuharisha,Malaria,True
6165,kuhar,Malaria,False
6166,mushscle pain,Malaria,False
6167,muscle pain,Malaria,True
6168,muscle pan,Malaria,False
6169,mule pain,Malaria,False
6170,maumivu ya misuuli,Malaria,False
6171,maumeevu ya misuli,Malaria,False
6172,maumivu ya mmisuli,Malaria,False
6173,maumifu ya misuli,Malaria,False
6174,maumivu ya misuli,Malaria,True
6175,chills,Malaria,True
6176,bareedi kali,Malaria,False
6177,baridi kaali,Malaria,False
6178,baridi kali,Malaria,True
6179,vombiting,Malaria,False
6180,vomito,Malaria,False
6181,vomiting,Malaria,True
6182,kuthapika,Malaria,False
6183,kutapika,Malaria,True
6184,utapika,Malaria,False
6185,high fever,Malaria,True
6186,homaima kali,Malaria,False
6187,homa kali,Malaria,True
6188,homba kali,Malaria,False
6189,homaaoma kali,Malaria,False
6190,homma kali,Malaria,False
6191,homa k,Malaria,False
6192,headacheu,Malaria,False
6193,headache,Malaria,True
6194,headacieadache,Malaria,False
6195,maumivhu ya kichwa,Malaria,False
6196,maumibu ya kichwa,Malaria,False
6197,maumivu ya kichwa,Malaria,True
6198,maumevu ya kichwa,Malaria,False
6199,nauseaia,Malaria,False
6200,nausea,Malaria,True
6201,nausiea,Malaria,False
6202,kichemu,Malaria,False
6203,kichefuchefu,Malaria,True
6204,diarrhe,Malaria,False
6205,diarrhoea,Malaria,True
6206,kuharisheisha,Malaria,False
6207,kuharisha,Malaria,True
6208,muscle pain,Malaria,True
6209,maumevu ya misuli,Malaria,False
6210,maumivu ya misuli,Malaria,True
6211,maumivu ya mbisuli,Malaria,False
6212,m ya misuli,Malaria,False
6213,chills,Malaria,True
6214,baridhi kali,Malaria,False
6215,baridi kalnli,Malaria,False
6216,baridi kli,Malaria,False
6217,bridi kali,Malaria,False
6218,bmi kali,Malaria,False
6219,baridi kali,Malaria,True
6220,vombiting,Malaria,False
6221,voniting,Malaria,False
6222,vomiting,Malaria,True
6223,utapika,Malaria,False
6224,kutapika,Malaria,True
6225,kuipika,Malaria,False
6226,kotapika,Malaria,False
6227,highah fever,Malaria,False
6228,high phever,Malaria,False
6229,high fever,Malaria,True
6230,homa kauali,Malaria,False
6231,home kali,Malaria,False
6232,homa kali,Malaria,True
6233,sweating,Malaria,True
6234,sweatimg,Malaria,False
6235,kutokwa jasho,Malaria,True
6236,nausea,Malaria,True
6237,kichiefuchefu,Malaria,False
6238,kichefuchefu,Malaria,True
6239,kicu,Malaria,False
6240,diarrhouea,Malaria,False
6241,diarrhaea,Malaria,False
6242,diarrhoea,Malaria,True
6243,diarirhoea,Malaria,False
6244,kuharisnarisha,Malaria,False
6245,kearisha,Malaria,False
6246,kwharisha,Malaria,False
6247,kuharisha,Malaria,True
6248,muscle pain,Malaria,True
6249,mscle pain,Malaria,False
6250,mwscle pain,Malaria,False
6251,maumivu ya miswli,Malaria,False
6252,maumumivu ya misuli,Malaria,False
6253,maumivu ya mesuli,Malaria,False
6254,maumiu ya misuli,Malaria,False
6255,maumivu ya nisuli,Malaria,False
6256,maumivu ya misuli,Malaria,True
6257,chills,Malaria,True
6258,chylls,Malaria,False
6259,bdi kali,Malaria,False
6260,baridi kali,Malaria,True
6261,veng,Malaria,False
6262,vomiting,Malaria,True
6263,vomitinmmiting,Malaria,False
6264,vomitinmiting,Malaria,False
6265,vomitink,Malaria,False
6266,kutapika,Malaria,True
6267,hih fever,Malaria,False
6268,high pever,Malaria,False
6269,high fever,Malaria,True
6270,hegh fever,Malaria,False
6271,hama kali,Malaria,False
6272,homa kalhi,Malaria,False
6273,houma kaoli,Malaria,False
6274,homa kali,Malaria,True
6275,swening,Malaria,False
6276,sweating,Malaria,True
6277,kutokwa jasho,Malaria,True
6278,kutokwaikwa jasyo,Malaria,False
6279,kutoatokwa jasho,Malaria,False
6280,kutokwa jash,Malaria,False
6281,kutokwa jashoo,Malaria,False
6282,kutomwa jasho,Malaria,False
6283,kutokwa jashooho,Malaria,False
6284,headache,Malaria,True
6285,headaciache,Malaria,False
6286,hnhe,Malaria,False
6287,heaadache,Malaria,False
6288,maumivu ya kihwa,Malaria,False
6289,maumivu ya kichwa,Malaria,True
6290,maumivu ya chchwa,Malaria,False
6291,dearrhoea,Malaria,False
6292,diarrhoea,Malaria,True
6293,dirrhoea,Malaria,False
6294,kuhrisha,Malaria,False
6295,kuharisha,Malaria,True
6296,muscucle pain,Malaria,False
6297,muscle pain,Malaria,True
6298,muscle pin,Malaria,False
6299,muscscle pain,Malaria,False
6300,maumivu ya misuuli,Malaria,False
6301,meumivu ya misuli,Malaria,False
6302,maumivu ya misulnli,Malaria,False
6303,maumivu ya meesuli,Malaria,False
6304,maumevu ya misuli,Malaria,False
6305,maumivu ya misuli,Malaria,True
6306,cuills,Malaria,False
6307,chills,Malaria,True
6308,bareedi chali,Malaria,False
6309,bridi kali,Malaria,False
6310,baridi kali,Malaria,True
6311,vomeeting,Malaria,False
6312,voomiting,Malaria,False
6313,voniting,Malaria,False
6314,vomiting,Malaria,True
6315,kudapika,Malaria,False
6316,kwtapika,Malaria,False
6317,kutapika,Malaria,True
6318,himgh fever,Malaria,False
6319,hygh fever,Malaria,False
6320,high fever,Malaria,True
6321,high fiver,Malaria,False
6322,homa kal,Malaria,False
6323,homa kali,Malaria,True
6324,homa kaali,Malaria,False
6325,sweating,Malaria,True
6326,sweeting,Malaria,False
6327,swieating,Malaria,False
6328,kutokwa jaso,Malaria,False
6329,kutokwa jasho,Malaria,True
6330,kutowa jasho,Malaria,False
6331,headache,Malaria,True
6332,headeadache,Malaria,False
6333,mauumivu ya kichwa,Malaria,False
6334,mumivu ya kichwa,Malaria,False
6335,maumivu ya kichwa,Malaria,True
6336,nyausea,Malaria,False
6337,nausea,Malaria,True
6338,nausiea,Malaria,False
6339,kichefuchefu,Malaria,True
6340,muscle pain,Malaria,True
6341,maumivu ya mbisuli,Malaria,False
6342,maoomivu ya misuli,Malaria,False
6343,maumivu yaa misuli,Malaria,False
6344,maumivu ya mysuli,Malaria,False
6345,maumivu ya misuli,Malaria,True
6346,chillsuills,Typhoid,False
6347,chills,Typhoid,True
6348,chimills,Typhoid,False
6349,chylls,Typhoid,False
6350,bareedi kali,Typhoid,False
6351,baridi kali,Typhoid,True
6352,baridi kli,Typhoid,False
6353,bomiting,Typhoid,False
6354,voumiting,Typhoid,False
6355,vomiting,Typhoid,True
6356,kutapeeka,Typhoid,False
